"ISBN","User-ID","Book-Rating","Book-Title","Book-Author","Year-Of-Publication"
"0002250101",265595,0,"Sharpe's tiger: Richard Sharpe and the Siege of Seringapatam, 1799","Bernard Cornwell",1997
"000225056X",101851,10,"The International Garlic Cookbook","Publishers Staf Collins",1995
"0002250780",107021,0,"Candles: Elements of the Table","Sara Slavin",1996
"0002250780",178199,0,"Candles: Elements of the Table","Sara Slavin",1996
"0002250810",11676,7,"Santa Speaks: The Wit and Wisdom of Santas Across the Nation","Michael Patrick Collins",1995
"0002250810",119952,0,"Santa Speaks: The Wit and Wisdom of Santas Across the Nation","Michael Patrick Collins",1995
"0002250810",189334,0,"Santa Speaks: The Wit and Wisdom of Santas Across the Nation","Michael Patrick Collins",1995
"0002250985",179744,6,"Breakfast in Bed : 90 Recipes for Creative Indulgences","Jesse Z. Cool",1997
"0002251000",95010,7,"NBA: The Official Fan's Guide","Mark Vancil",1995
"0002251183",234286,0,"Christmas Around the World (Day in the Life Series)","Matthew Naythons",1996
"0002251213",190844,0,"Ronald Reagan: The Wisdom and Humor of the Great Communicator","Ronald Reagan",1995
"0002251485",11676,8,"Love Isn't Easy (Passionate Peanuts)","Charles M. Schulz",1996
"0002251485",97867,0,"Love Isn't Easy (Passionate Peanuts)","Charles M. Schulz",1996
"0002251485",127772,0,"Love Isn't Easy (Passionate Peanuts)","Charles M. Schulz",1996
"0002251485",230212,7,"Love Isn't Easy (Passionate Peanuts)","Charles M. Schulz",1996
"0002251760",14456,10,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",37712,10,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",69721,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",123883,5,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",141157,10,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",142524,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",148173,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",152249,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",158254,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",235588,9,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",250948,9,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",271195,0,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251760",274004,10,"The Forgetting Room: A Fiction (Byzantium Book)","Nick Bantock",1997
"0002251892",220757,6,"Muhammad Ali in Perspective","Thomas Hauser",1996
"0002251930",58911,0,"Way Beyond Therapy (Peanuts at Work and Play)","Charles M. Schulz",1996
"0002252031",68886,7,"A Good Caddie is Hard to Find (Peanuts at Work and Play)","Charles M. Schulz",1996
"0002252031",266582,7,"A Good Caddie is Hard to Find (Peanuts at Work and Play)","Charles M. Schulz",1996
"0002252066",43546,10,"Monet: The Artist Speaks","Claude Monet",1996
"0002252066",145861,9,"Monet: The Artist Speaks","Claude Monet",1996
"000225218X",198711,0,"'Tis the Season to Be Crabby (Festive Peanuts)","Charles M. Schulz",1996
"0002252341",94853,9,"The British ambassador","Michael Shea",1996
"0002252341",173018,0,"The British ambassador","Michael Shea",1996
"0002252376",23902,9,"Of wee sweetie mice and men","Colin Bateman",1996
"0002253097",30711,0,"Toad Triumphant","William Horwood",1995
"0002253097",179755,0,"Toad Triumphant","William Horwood",1995
"0002253178",76019,8,"Earthly Joys","Philippa Gregory",1998
"0002253178",120080,0,"Earthly Joys","Philippa Gregory",1998
"0002253178",213255,0,"Earthly Joys","Philippa Gregory",1998
"0002253186",200557,0,"Fourth Estate","Jeffrey Archer",0
"0002253186",245811,0,"Fourth Estate","Jeffrey Archer",0
"0002253305",39281,0,"The biographer's moustache","Kingsley Amis",1995
"0002253305",119854,5,"The biographer's moustache","Kingsley Amis",1995
"0002253305",142524,0,"The biographer's moustache","Kingsley Amis",1995
"0002253305",153674,6,"The biographer's moustache","Kingsley Amis",1995
"0002253372",23902,8,"A good woman","Lisa Appignanesi",1996
"0002253402",119660,6,"Anita and me","Meera Syal",1996
"0002253402",206300,0,"Anita and me","Meera Syal",1996
"0002253984",265595,0,"A proper holiday","Ann Oakley",1996
"0002254123",203366,7,"The Buddha of Brewer Street","Michael Dobbs",1997
"0002254131",96819,8,"Acts of Betrayal","Michael Dobbs",2000
"000225414X",25533,0,"Winston's War","Michael Dobbs",2002
"000225414X",35008,8,"Winston's War","Michael Dobbs",2002
"000225414X",180651,0,"Winston's War","Michael Dobbs",2002
"000225414X",251146,0,"Winston's War","Michael Dobbs",2002
"000225414X",272225,7,"Winston's War","Michael Dobbs",2002
"0002254182",21368,0,"Maid of the Mist","Colin Bateman",1999
"0002254271",55734,0,"Traces","Stephen Baxter",1998
"0002254301",36483,0,"All the Sweet Promises","Elizabeth Elgin",1996
"0002254697",171269,0,"Mourning Doves","Helen Forrester",0
"0002255006",34864,5,"The Girl Without Anyone","Kelli Deeth",2001
"0002255006",92861,0,"The Girl Without Anyone","Kelli Deeth",2001
"0002255006",176887,0,"The Girl Without Anyone","Kelli Deeth",2001
"0002255006",177458,0,"The Girl Without Anyone","Kelli Deeth",2001
"0002255006",182053,0,"The Girl Without Anyone","Kelli Deeth",2001
"0002255014",11676,8,"Leaning, leaning over water: A novel in ten stories","Frances Itani",1998
"0002255014",124645,10,"Leaning, leaning over water: A novel in ten stories","Frances Itani",1998
"0002255014",171104,8,"Leaning, leaning over water: A novel in ten stories","Frances Itani",1998
"0002255081",36326,3,"Spadework","Timothy Findley",2001
"0002255081",50547,0,"Spadework","Timothy Findley",2001
"0002255081",72214,7,"Spadework","Timothy Findley",2001
"0002255081",171118,0,"Spadework","Timothy Findley",2001
"0002255081",189334,8,"Spadework","Timothy Findley",2001
"0002255081",189336,7,"Spadework","Timothy Findley",2001
"0002255081",213090,0,"Spadework","Timothy Findley",2001
"0002255081",225087,0,"Spadework","Timothy Findley",2001
"0002255081",244881,0,"Spadework","Timothy Findley",2001
"0002255081",260655,0,"Spadework","Timothy Findley",2001
"0002255103",119594,0,"Our Lady of the Lost and Found","Diane Schoemperlen",2001
"0002255103",251506,5,"Our Lady of the Lost and Found","Diane Schoemperlen",2001
"0002255103",263325,0,"Our Lady of the Lost and Found","Diane Schoemperlen",2001
"0002255146",171118,0,"Ice Lake","John Farrow",2001
"0002255146",174700,9,"Ice Lake","John Farrow",2001
"0002255243",98499,0,"The Ash Garden","Dennis Bock",2001
"0002255464",84146,7,"Goblins ;: &amp;, Whirlwind","Charles L Grant",1996
"0002255553",161936,7,"The boy in the moon","Kate O'Riordan",1997
"0002255731",94547,0,"Mariana","Katherine Vaz",1997
"0002255855",52531,0,"Black Ajax","George MacDonald Fraser",1997
"0002255855",255943,0,"Black Ajax","George MacDonald Fraser",1997
"0002255855",259101,0,"Black Ajax","George MacDonald Fraser",1997
"000225669X",276912,6,"One Thousand Chestnut Trees","Mira Stout",0
"000225669x",256247,0,"One Thousand Chestnut Trees","Mira Stout",0
"0002256886",16943,0,"Araby","Gretta Mulrooney",1998
"0002256886",21404,0,"Araby","Gretta Mulrooney",1998
"0002256886",174914,0,"Araby","Gretta Mulrooney",1998
"0002256967",130792,0,"Eleventh Commandment","Jeffrey Archer",0
"0002256967",233960,8,"Eleventh Commandment","Jeffrey Archer",0
"0002256967",255331,0,"Eleventh Commandment","Jeffrey Archer",0
"0002257084",261105,0,"Dolce Vita","Iseult Teran",1999
"0002257114",220867,0,"The Holy City","Meg Henderson",1997
"0002257122",147166,0,"Thunderbolt From Navarone","Sam Llewellyn",1998
"0002257122",265595,0,"Thunderbolt From Navarone","Sam Llewellyn",1998
"0002257203",54946,8,"Restraint of Beasts","Magnus Mills",0
"0002257203",102758,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",112602,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",144717,8,"Restraint of Beasts","Magnus Mills",0
"0002257203",162100,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",163925,8,"Restraint of Beasts","Magnus Mills",0
"0002257203",189334,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",260655,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",260965,0,"Restraint of Beasts","Magnus Mills",0
"0002257203",262998,0,"Restraint of Beasts","Magnus Mills",0
"0002257378",121717,0,"Most Wanted","Jacquelyn Mitchard",0
"0002257580",12576,7,"Jesus and the Adman","Rhidian Brook",1998
"0002258358",171118,0,"Prospero's Children","Jan Siegel",1999
"0002258366",21404,0,"Prospero's Children","Jan Siegel",1999
"0002258366",27647,7,"Prospero's Children","Jan Siegel",1999
"0002258366",135458,0,"Prospero's Children","Jan Siegel",1999
"0002258366",170415,0,"Prospero's Children","Jan Siegel",1999
"0002258382",243664,5,"The Dragon Charmer","Jan Siegel",2000
"000225851X",76626,0,"Godless in Eden: A Book of Essays","Fay Weldon",1999
"000225851X",177458,0,"Godless in Eden: A Book of Essays","Fay Weldon",1999
"000225851X",189334,0,"Godless in Eden: A Book of Essays","Fay Weldon",1999
"000225851X",224646,0,"Godless in Eden: A Book of Essays","Fay Weldon",1999
"000225851X",248479,0,"Godless in Eden: A Book of Essays","Fay Weldon",1999
"0002258560",11676,8,"Is Shane MacGowan Still Alive?","Tim Bradford",2000
"0002258560",58757,7,"Is Shane MacGowan Still Alive?","Tim Bradford",2000
"0002258560",246842,0,"Is Shane MacGowan Still Alive?","Tim Bradford",2000
"0002258579",4271,6,"Resurrection Club","Christopher Wallace",1999
"0002258579",218360,7,"Resurrection Club","Christopher Wallace",1999
"0002258587",56103,0,"The Pirate","Christopher Wallace",2001
"0002258587",79942,0,"The Pirate","Christopher Wallace",2001
"000225929X",11676,10,"MARBLE HEART","Gretta Mulrooney",2000
"000225929X",36836,0,"MARBLE HEART","Gretta Mulrooney",2000
"000225929X",131402,0,"MARBLE HEART","Gretta Mulrooney",2000
"000225929X",151686,0,"MARBLE HEART","Gretta Mulrooney",2000
"000225946X",100782,9,"Swimmer","Bill Broady",2000
"000225946X",145161,0,"Swimmer","Bill Broady",2000
"0002259478",173412,6,"In This Block Ther Lives a Slag and Other Yorkshire Fables","Bill Broady",2002
"0002259834",56514,9,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",140898,6,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",142745,7,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",152697,6,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",165328,7,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",170192,7,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",188484,0,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",237563,0,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",241204,8,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",255460,5,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",257074,0,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259834",262998,0,"Miss Wyoming Uk Edition","Douglas Coupland",0
"0002259877",80555,0,"Lust, Or, No Harm Done","Geoff Ryman",2001
"0002259877",92853,0,"Lust, Or, No Harm Done","Geoff Ryman",2001
"0002259877",149908,6,"Lust, Or, No Harm Done","Geoff Ryman",2001
"0002259877",187520,0,"Lust, Or, No Harm Done","Geoff Ryman",2001
"0002259877",208410,0,"Lust, Or, No Harm Done","Geoff Ryman",2001
"0002261022",58152,7,"The Glass Palace","Amitav Ghosh",2000
"0002261189",35698,0,"Mohammed Maguire","Colin Bateman",2001
"0002261189",180651,0,"Mohammed Maguire","Colin Bateman",2001
"0002261189",188484,0,"Mohammed Maguire","Colin Bateman",2001
"0002261200",194752,0,"The Coins of Judas","Scott McBain",2000
"0002261529",6017,0,"Temptation","Dermot Bolger",2000
"0002261804",79556,5,"No Bones","Anna Burns",2001
"0002261820",22596,8,"One for My Baby","Tony Parsons",2001
"0002261820",34350,9,"One for My Baby","Tony Parsons",2001
"0002261820",125256,6,"One for My Baby","Tony Parsons",2001
"0002261820",170073,7,"One for My Baby","Tony Parsons",2001
"0002261820",250546,0,"One for My Baby","Tony Parsons",2001
"0002310694",28017,7,"Black as he's painted","Ngaio Marsh",1974
"0002311216",39212,8,"Passenger to Frankfurt: An extravaganza,","Agatha Christie",1970
"0002311216",182987,0,"Passenger to Frankfurt: An extravaganza,","Agatha Christie",1970
"0002311216",247546,0,"Passenger to Frankfurt: An extravaganza,","Agatha Christie",1970
"0002313073",259786,0,"His burial too","Catherine Aird",1973
"0002313189",42400,0,"Hot pursuit","Gavin Scott",1977
"0002313189",149981,0,"Hot pursuit","Gavin Scott",1977
"0002315394",213316,0,"Murder on the Orient express","Agatha Christie",1974
"0002316196",30511,7,"Curtain: Poirot's last case","Agatha Christie",1975
"0002316196",182987,0,"Curtain: Poirot's last case","Agatha Christie",1975
"0002316196",259378,6,"Curtain: Poirot's last case","Agatha Christie",1975
"0002317141",94853,8,"Counterstroke","Andrew Garve",1978
"000231780X",127233,0,"The stalking lamb","Marian Babson",1974
"0002317850",166596,0,"Sleeping murder: Miss Marple's last case","Agatha Christie",1976
"0002322951",109955,0,"Murder in Good Measure","Margaret Moore",1990
"0002323338",53729,0,"Deathwater","Anne Infante",1991
"0002323540",109955,0,"Fringe Ending","Margaret Moore",1991
"0002325780",225087,6,"Accident by Design","J. M. Gregson",1996
"000232587X",145161,0,"Family of Angels","Mike Ripley",1996
"0002326833",117091,0,"Silent playgrounds","Danuta Reah",2000
"0002431548",187981,0,"Dark Crusader","Alistair MaClean",1969
"000250653X",235105,0,"Jesus of Nazareth","William Barclay",1977
"0002550059",259264,0,"In Pursuit of Ideas: A Year in the Life of the University of California","Mark MacNamara",1992
"0002550156",241191,5,"I hope","Raisa Maksimovna Gorbacheva",1991
"0002550555",118434,0,"A Day in the Life of Hollywood (Day in the Life)","Bill Messing",1992
"0002550555",206567,7,"A Day in the Life of Hollywood (Day in the Life)","Bill Messing",1992
"0002550563",9856,4,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",35445,5,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",71712,0,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",125774,0,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",131046,8,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",172742,9,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",193867,0,"Black &amp; White Cats","J.C. Suares",1992
"0002550563",274308,0,"Black &amp; White Cats","J.C. Suares",1992
"0002551195",120565,9,"A Day in the Life of Israel","David Elliot Cohen",1994
"0002551462",44893,6,"Sentimental Journeys","Joan Didion",0
"0002551675",16634,8,"Coppola and Eiko on Bram Stoker's Dracula","Francis Ford Coppola",1992
"0002552175",197801,10,"Hollywood Cats","J. C. Suares",1993
"0002552175",223721,0,"Hollywood Cats","J. C. Suares",1993
"0002552256",223721,0,"Apples: A Country Garden Cookbook (Country Garden Cookbook)","Christopher Idone",1993
"0002552272",217106,0,"Icons: Creativity With Camera and Computer","Douglas Kirkland",1993
"0002552396",174615,0,"My Story","Lesley Player",1993
"0002552574",117251,9,"I Dream of Madonna: Women's Dreams of the Goddess of Pop","Kay Turner",1993
"0002553384",88733,7,"The Best of Rock: The Essential Cd Guide (The Essential CD Guides)","Alan Clayson",1993
"0002553384",218552,7,"The Best of Rock: The Essential Cd Guide (The Essential CD Guides)","Alan Clayson",1993
"0002553384",275970,0,"The Best of Rock: The Essential Cd Guide (The Essential CD Guides)","Alan Clayson",1993
"0002553686",188171,0,"Married in the Movies","Kyle Roderick",1994
"000255397X",234606,8,"Wild Stone Heart","Sharon Butala",2000
"000255397X",239642,10,"Wild Stone Heart","Sharon Butala",2000
"0002554062",92861,0,"Shadow Maker: The Life of Gwendolyn Macewen","Rosemary Sullivan",1995
"0002554062",140555,10,"Shadow Maker: The Life of Gwendolyn Macewen","Rosemary Sullivan",1995
"0002554119",264321,6,"Labyrinth of Desire: Women, Passion, and Romantic Obsession","Rosemary Sullivan",2001
"0002554119",265121,8,"Labyrinth of Desire: Women, Passion, and Romantic Obsession","Rosemary Sullivan",2001
"0002554151",14449,9,"The Gift of Death: Confronting Canada's Tainted Blood Tragedy","Andre Picard",1995
"0002554151",261015,0,"The Gift of Death: Confronting Canada's Tainted Blood Tragedy","Andre Picard",1995
"0002554232",92861,10,"The Red Shoes: Margaret Atwood Starting Out","Rosemary Sullivan",1998
"0002554232",262998,0,"The Red Shoes: Margaret Atwood Starting Out","Rosemary Sullivan",1998
"0002554259",189334,0,"Excelerate: Growing in the new economy","Nuala Beck",1995
"0002554283",189334,8,"Organization 2000: The Essential Guide for Companies and Teams in the New Economy","Leslie Bendaly",1996
"000255433X",71470,0,"Strategic Marketing for the Digital Age: Grow Your Business with Online and Digital Technology","Bill Bishop",1996
"0002554429",189337,0,"Bank Heist: How Our Financial Giants Are Costing You Money","Walter Stewart",1997
"000255478X",196228,0,"The Best of California: A Cookbook","Ann Walker",1994
"000255478X",266226,0,"The Best of California: A Cookbook","Ann Walker",1994
